,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,NAME
9,2020-09-08,31-013,HOU,HOME,LAL,L (-10),1,38:04,11,23,0.478,4,9,0.444,7,7,1.0,3,6,9,9,0,0,2,2,33,28.7,-7,James Harden
10,2020-09-10,31-015,HOU,HOME,LAL,L (-10),1,39:25,2,11,0.182,1,6,0.16699999999999998,16,20,0.8,0,4,4,10,2,3,5,3,21,18.6,0,James Harden
11,2020-09-12,31-017,HOU,AWAY,LAL,L (-23),1,42:19,12,20,0.6,2,8,0.25,4,4,1.0,4,2,6,5,1,1,6,5,30,21.4,-29,James Harden
0,2020-08-18,27-072,HOU,HOME,OKC,W (+15),1,28:58,4,8,.500,1,4,.250,0,0,,0,1,1,5,0,0,0,4,9,7.2,+5,Danuel House
1,2020-08-20,27-074,HOU,HOME,OKC,W (+13),1,38:06,6,13,.462,3,8,.375,4,4,1.000,3,6,9,3,0,0,0,1,19,17.9,+19,Danuel House
2,2020-08-22,27-076,HOU,AWAY,OKC,L (-12),1,41:42,5,10,.500,3,6,.500,2,4,.500,3,7,10,0,1,0,4,3,15,9.2,-15,Danuel House
3,2020-08-24,27-078,HOU,AWAY,OKC,L (-3),1,38:52,8,15,.533,4,10,.400,1,1,1.000,1,5,6,1,1,0,1,3,21,15.4,+4,Danuel House
4,2020-08-29,27-083,HOU,HOME,OKC,W (+34),0,27:37,2,10,.200,2,6,.333,1,2,.500,1,7,8,2,1,0,2,2,7,2.8,+8,Danuel House
5,2020-08-31,27-085,HOU,AWAY,OKC,L (-4),0,30:20,5,9,.556,2,6,.333,0,0,,0,2,2,1,3,0,0,2,12,11.2,-1,Danuel House
6,2020-09-02,27-087,HOU,HOME,OKC,W (+2),0,26:04,2,7,.286,1,3,.333,2,2,1.000,2,5,7,0,0,0,0,4,7,4.2,+7,Danuel House
7,2020-09-04,27-089,HOU,AWAY,LAL,W (+15),0,20:07,0,3,.000,0,3,.000,0,0,,0,4,4,0,1,0,0,2,0,-0.7,+5,Danuel House
8,2020-09-06,27-091,HOU,AWAY,LAL,L (-8),0,27:22,5,10,.500,3,7,.429,0,0,,0,5,5,1,1,0,0,1,13,10.8,-17,Danuel House
0,2020-08-18,27-189,HOU,HOME,OKC,W (+15),0,23:53,5,8,.625,4,7,.571,0,0,,0,1,1,0,1,0,0,1,14,11.3,+27,Ben McLemore
1,2020-08-20,27-191,HOU,HOME,OKC,W (+13),0,13:53,2,7,.286,2,6,.333,0,0,,1,3,4,0,0,0,0,2,6,2.7,-7,Ben McLemore
2,2020-08-22,27-193,HOU,AWAY,OKC,L (-12),0,17:30,0,2,.000,0,2,.000,0,0,,0,2,2,0,1,0,1,0,0,-0.8,+3,Ben McLemore
3,2020-08-24,27-195,HOU,AWAY,OKC,L (-3),0,8:30,1,3,.333,1,2,.500,0,0,,1,0,1,1,0,0,0,2,3,1.9,+2,Ben McLemore
4,2020-08-29,27-200,HOU,HOME,OKC,W (+34),0,10:15,1,4,.250,1,3,.333,0,0,,0,1,1,1,0,0,0,1,3,1.2,+9,Ben McLemore
5,2020-08-31,27-202,HOU,AWAY,OKC,L (-4),0,3:48,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,Ben McLemore
7,2020-09-04,27-206,HOU,AWAY,LAL,W (+15),0,3:51,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,0.0,+2,Ben McLemore
8,2020-09-06,27-208,HOU,AWAY,LAL,L (-8),0,3:05,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,0.7,+3,Ben McLemore
9,2020-09-08,27-210,HOU,HOME,LAL,L (-10),0,10:24,0,2,.000,0,2,.000,0,0,,0,0,0,0,1,0,0,0,0,-0.4,-1,Ben McLemore
10,2020-09-10,27-212,HOU,HOME,LAL,L (-10),0,14:44,3,3,1.000,3,3,1.000,0,0,,0,0,0,1,1,0,1,0,9,8.8,+6,Ben McLemore
11,2020-09-12,27-214,HOU,AWAY,LAL,L (-23),0,19:43,3,9,.333,3,9,.333,0,0,,0,2,2,0,0,0,1,2,9,2.7,+6,Ben McLemore
0,2020-08-18,28-017,HOU,HOME,OKC,W (+15),0,18:40,1,5,0.2,0,2,0.0,2,2,1.0,0,4,4,2,0,0,0,1,4,3.1,11,Austin Rivers
1,2020-08-20,28-019,HOU,HOME,OKC,W (+13),0,24:32,4,10,0.4,3,6,0.5,0,0,,0,4,4,3,1,0,0,2,11,9.1,0,Austin Rivers
2,2020-08-22,28-021,HOU,AWAY,OKC,L (-12),0,25:27,2,7,0.28600000000000003,0,4,0.0,0,0,,0,4,4,1,0,0,3,3,4,-2.4,-10,Austin Rivers
3,2020-08-24,28-023,HOU,AWAY,OKC,L (-3),0,14:53,0,2,0.0,0,1,0.0,0,0,,1,1,2,0,0,0,0,1,0,-0.8,-8,Austin Rivers
4,2020-08-29,28-028,HOU,HOME,OKC,W (+34),0,23:30,2,7,0.28600000000000003,1,3,0.33299999999999996,0,0,,1,4,5,2,2,1,0,2,5,6.1,13,Austin Rivers
5,2020-08-31,28-030,HOU,AWAY,OKC,L (-4),0,11:33,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,1,0,0,1,0,-0.8,7,Austin Rivers
6,2020-09-02,28-032,HOU,HOME,OKC,W (+2),0,7:08,0,5,0.0,0,4,0.0,0,0,,0,0,0,0,1,0,0,1,0,-2.9,-3,Austin Rivers
7,2020-09-04,28-034,HOU,AWAY,LAL,W (+15),0,16:04,3,4,0.75,2,3,0.667,2,3,0.667,0,3,3,1,0,0,0,1,10,9.2,11,Austin Rivers
8,2020-09-06,28-036,HOU,AWAY,LAL,L (-8),0,6:41,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,2,0,0,-3.4,-18,Austin Rivers
9,2020-09-08,28-038,HOU,HOME,LAL,L (-10),0,10:34,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,2,0,-2.2,5,Austin Rivers
10,2020-09-10,28-040,HOU,HOME,LAL,L (-10),0,27:46,5,8,0.625,2,3,0.667,2,2,1.0,0,5,5,5,1,0,3,3,14,12.2,4,Austin Rivers
11,2020-09-12,28-042,HOU,AWAY,LAL,L (-23),0,24:10,2,7,0.28600000000000003,1,5,0.2,4,6,0.667,0,3,3,2,1,0,0,5,9,5.4,7,Austin Rivers
0,2020-08-18,35-105,HOU,HOME,OKC,W (+15),1,34:26,4,9,0.444,3,8,0.375,0,0,,2,2,4,4,0,0,0,4,11,9.5,13,P.J. Tucker
1,2020-08-20,35-107,HOU,HOME,OKC,W (+13),1,30:10,5,7,0.7140000000000001,4,4,1.0,0,0,,3,2,5,1,0,0,0,4,14,12.9,15,P.J. Tucker
2,2020-08-22,35-109,HOU,AWAY,OKC,L (-12),1,43:55,2,7,0.28600000000000003,1,5,0.2,0,0,,1,7,8,0,2,0,2,5,5,1.7,-4,P.J. Tucker
3,2020-08-24,35-111,HOU,AWAY,OKC,L (-3),1,37:55,4,10,0.4,3,8,0.375,0,0,,2,9,11,1,0,0,3,5,11,5.4,2,P.J. Tucker
4,2020-08-29,35-116,HOU,HOME,OKC,W (+34),1,21:13,2,5,0.4,1,4,0.25,0,0,,2,4,6,2,2,0,2,4,5,4.7,17,P.J. Tucker
5,2020-08-31,35-118,HOU,AWAY,OKC,L (-4),1,38:08,3,8,0.375,3,7,0.429,0,0,,2,9,11,2,2,1,2,4,9,9.2,4,P.J. Tucker
6,2020-09-02,35-120,HOU,HOME,OKC,W (+2),1,39:09,2,8,0.25,1,7,0.14300000000000002,0,0,,2,7,9,3,4,0,0,2,5,9.0,6,P.J. Tucker
7,2020-09-04,35-122,HOU,AWAY,LAL,W (+15),1,35:52,2,7,0.28600000000000003,2,7,0.28600000000000003,0,0,,3,6,9,1,2,0,2,4,6,4.9,19,P.J. Tucker
8,2020-09-06,35-124,HOU,AWAY,LAL,L (-8),1,34:02,7,10,0.7,4,7,0.5710000000000001,0,0,,4,7,11,2,1,1,0,4,18,20.2,18,P.J. Tucker
9,2020-09-08,35-126,HOU,HOME,LAL,L (-10),1,37:48,1,3,0.33299999999999996,1,2,0.5,0,0,,0,4,4,0,0,0,0,4,3,0.9,-7,P.J. Tucker
10,2020-09-10,35-128,HOU,HOME,LAL,L (-10),1,32:32,0,4,0.0,0,2,0.0,0,0,,0,3,3,0,0,1,0,4,0,-2.8,-16,P.J. Tucker
11,2020-09-12,35-130,HOU,AWAY,LAL,L (-23),1,28:58,3,10,0.3,2,6,0.33299999999999996,0,0,,2,3,5,2,0,0,1,3,8,3.7,-38,P.J. Tucker
4,2020-08-29,31-291,HOU,HOME,OKC,W (+34),1,23:35,3,13,.231,0,2,.000,1,2,.500,2,4,6,7,1,0,0,4,7,5.6,+21,Russell Westbrook
5,2020-08-31,31-293,HOU,AWAY,OKC,L (-4),1,27:18,8,15,.533,1,2,.500,0,2,.000,0,4,4,3,1,0,7,2,17,5.4,-9,Russell Westbrook
6,2020-09-02,31-295,HOU,HOME,OKC,W (+2),1,33:46,9,20,.450,0,2,.000,2,2,1.000,2,7,9,2,0,0,2,3,20,11.3,-3,Russell Westbrook
7,2020-09-04,31-297,HOU,AWAY,LAL,W (+15),1,32:03,10,24,.417,1,5,.200,3,6,.500,0,9,9,6,1,0,5,2,24,12.1,+15,Russell Westbrook
8,2020-09-06,31-299,HOU,AWAY,LAL,L (-8),1,32:55,4,15,.267,1,7,.143,1,3,.333,4,9,13,4,2,0,7,5,10,1.6,-14,Russell Westbrook
9,2020-09-08,31-301,HOU,HOME,LAL,L (-10),1,35:36,13,24,.542,2,4,.500,2,2,1.000,1,7,8,6,2,1,3,1,30,24.7,-14,Russell Westbrook
10,2020-09-10,31-303,HOU,HOME,LAL,L (-10),1,40:36,8,16,.500,3,8,.375,6,9,.667,1,2,3,3,3,1,3,4,25,18.3,-10,Russell Westbrook
11,2020-09-12,31-305,HOU,AWAY,LAL,L (-23),1,35:54,4,13,.308,0,3,.000,2,6,.333,1,3,4,6,2,0,3,2,10,4.9,-23,Russell Westbrook
0,2020-08-18,27-251,IND,HOME,MIA,L (-12),1,39:16,6,18,0.33299999999999996,1,6,0.16699999999999998,9,10,0.9,0,1,1,10,1,0,3,1,22,16.3,-9,Malcolm Brogdon
1,2020-08-20,27-253,IND,HOME,MIA,L (-9),1,37:48,4,14,0.28600000000000003,2,6,0.33299999999999996,7,9,0.778,0,5,5,9,0,0,0,2,17,15.0,-7,Malcolm Brogdon
2,2020-08-22,27-255,IND,AWAY,MIA,L (-9),1,42:54,11,17,0.647,4,7,0.5710000000000001,8,8,1.0,0,7,7,14,2,0,5,5,34,33.4,-7,Malcolm Brogdon
3,2020-08-24,27-257,IND,AWAY,MIA,L (-12),1,39:48,5,16,0.313,2,5,0.4,1,1,1.0,0,4,4,7,1,0,2,2,13,8.1,-6,Malcolm Brogdon
0,2020-08-18,23-323,IND,HOME,MIA,L (-12),1,16:07,3,5,0.6,1,2,0.5,2,2,1.0,1,2,3,2,0,0,0,4,9,7.8,-1,Aaron Holiday
1,2020-08-20,23-325,IND,HOME,MIA,L (-9),1,20:57,5,9,0.556,2,3,0.667,0,0,,0,1,1,5,2,0,2,2,12,10.7,-19,Aaron Holiday
2,2020-08-22,23-327,IND,AWAY,MIA,L (-9),0,22:10,4,5,0.8,1,2,0.5,1,3,0.33299999999999996,0,1,1,2,1,0,1,4,10,7.4,-12,Aaron Holiday
3,2020-08-24,23-329,IND,AWAY,MIA,L (-12),0,12:40,0,2,0.0,0,2,0.0,0,0,,0,0,0,1,1,0,1,0,0,-0.7,-11,Aaron Holiday
0,2020-08-18,31-135,IND,HOME,MIA,L (-12),0,31:40,4,4,1.0,3,3,1.0,0,0,,1,2,3,0,0,1,2,4,11,8.2,1,Justin Holiday
1,2020-08-20,31-137,IND,HOME,MIA,L (-9),0,28:43,2,4,0.5,1,2,0.5,1,3,0.33299999999999996,1,6,7,0,5,2,1,2,6,10.3,7,Justin Holiday
2,2020-08-22,31-139,IND,AWAY,MIA,L (-9),1,32:18,3,8,0.375,3,7,0.429,0,0,,2,1,3,1,1,1,0,2,9,7.9,5,Justin Holiday
3,2020-08-24,31-141,IND,AWAY,MIA,L (-12),1,38:24,1,5,0.2,1,4,0.25,0,0,,0,2,2,2,0,1,0,0,3,2.6,-13,Justin Holiday
1,2020-08-20,24-120,IND,HOME,MIA,L (-9),0,0:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,Alize Johnson
0,2020-08-18,28-146,IND,HOME,MIA,L (-12),0,13:08,2,4,.500,0,0,,1,2,.500,0,3,3,3,0,0,1,2,5,3.8,-6,T.J. McConnell
1,2020-08-20,28-148,IND,HOME,MIA,L (-9),0,10:12,1,4,.250,0,0,,0,0,,0,2,2,2,0,0,1,2,2,-0.2,-2,T.J. McConnell
2,2020-08-22,28-150,IND,AWAY,MIA,L (-9),0,4:40,0,0,,0,0,,0,0,,0,1,1,2,0,0,0,0,0,1.7,-2,T.J. McConnell
0,2020-08-18,28-228,IND,HOME,MIA,L (-12),0,17:10,1,4,0.25,1,3,0.33299999999999996,0,0,,0,1,1,1,0,0,0,0,3,1.6,-14,Doug McDermott
1,2020-08-20,28-230,IND,HOME,MIA,L (-9),0,13:15,1,4,0.25,0,2,0.0,0,0,,0,2,2,0,1,0,1,1,2,-0.2,-7,Doug McDermott
2,2020-08-22,28-232,IND,AWAY,MIA,L (-9),0,15:47,1,3,0.33299999999999996,0,2,0.0,0,0,,0,0,0,0,0,0,0,2,2,-0.5,-9,Doug McDermott
3,2020-08-24,28-234,IND,AWAY,MIA,L (-12),0,8:12,1,4,0.25,1,3,0.33299999999999996,0,0,,0,0,0,0,0,0,0,0,3,0.6,-6,Doug McDermott
0,2020-08-18,28-106,IND,HOME,MIA,L (-12),1,8:34,0,2,0.0,0,1,0.0,4,4,1.0,0,0,0,0,1,0,1,1,4,2.2,2,Victor Oladipo
1,2020-08-20,28-108,IND,HOME,MIA,L (-9),1,36:36,5,14,0.35700000000000004,4,11,0.364,8,8,1.0,0,1,1,4,2,0,6,4,22,11.7,-2,Victor Oladipo
2,2020-08-22,28-110,IND,AWAY,MIA,L (-9),1,33:49,8,21,0.381,3,10,0.3,1,2,0.5,0,4,4,1,1,0,3,6,20,5.6,-5,Victor Oladipo
3,2020-08-24,28-112,IND,AWAY,MIA,L (-12),1,43:32,9,19,0.474,5,11,0.455,2,2,1.0,0,8,8,5,5,0,4,3,25,21.0,-7,Victor Oladipo
0,2020-08-18,27-151,IND,HOME,MIA,L (-12),0,16:43,5,6,0.833,0,0,,0,0,,0,3,3,1,1,0,1,1,10,9.0,5,JaKarr Sampson
1,2020-08-20,27-153,IND,HOME,MIA,L (-9),0,17:08,4,6,0.667,0,0,,0,0,,1,5,6,2,1,0,0,4,8,8.4,1,JaKarr Sampson
2,2020-08-22,27-155,IND,AWAY,MIA,L (-9),0,9:56,1,3,0.33299999999999996,0,0,,0,0,,0,3,3,0,0,0,0,4,2,-0.4,-7,JaKarr Sampson
3,2020-08-24,27-157,IND,AWAY,MIA,L (-12),0,6:02,0,1,0.0,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-1.1,-3,JaKarr Sampson
0,2020-08-18,24-231,IND,HOME,MIA,L (-12),0,27:02,2,4,.500,0,1,.000,2,2,1.000,1,5,6,0,0,0,1,3,6,4.0,-6,Edmond Sumner
1,2020-08-20,24-233,IND,HOME,MIA,L (-9),0,3:52,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-1,Edmond Sumner
3,2020-08-24,24-237,IND,AWAY,MIA,L (-12),0,9:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,+1,Edmond Sumner
0,2020-08-18,24-147,IND,HOME,MIA,L (-12),1,32:36,4,11,0.364,0,3,0.0,1,2,0.5,2,7,9,2,0,3,2,3,9,6.3,-19,Myles Turner
1,2020-08-20,24-149,IND,HOME,MIA,L (-9),1,32:53,7,8,0.875,3,3,1.0,0,0,,1,7,8,0,1,5,3,3,17,17.3,-8,Myles Turner
2,2020-08-22,24-151,IND,AWAY,MIA,L (-9),1,38:04,5,9,0.556,1,2,0.5,4,8,0.5,4,8,12,1,0,3,2,4,15,13.5,-2,Myles Turner
3,2020-08-24,24-153,IND,AWAY,MIA,L (-12),1,41:58,9,16,0.563,2,6,0.33299999999999996,2,6,0.33299999999999996,4,10,14,0,1,5,2,3,22,19.9,-9,Myles Turner
0,2020-08-18,26-348,IND,HOME,MIA,L (-12),1,37:44,9,18,0.5,4,5,0.8,0,0,,2,6,8,3,4,0,2,4,22,18.7,-13,T.J. Warren
1,2020-08-20,26-350,IND,HOME,MIA,L (-9),1,38:25,7,15,0.467,0,5,0.0,0,0,,1,5,6,3,0,0,2,3,14,7.4,-7,T.J. Warren
2,2020-08-22,26-352,IND,AWAY,MIA,L (-9),1,40:22,8,18,0.444,0,3,0.0,7,7,1.0,1,5,6,2,5,1,3,4,23,18.3,-6,T.J. Warren
3,2020-08-24,26-354,IND,AWAY,MIA,L (-12),1,39:48,8,17,0.47100000000000003,3,6,0.5,2,2,1.0,1,4,5,4,0,0,4,5,21,11.0,-6,T.J. Warren
0,2020-08-17,32-036,LAC,HOME,DAL,W (+8),1,20:23,3,6,.500,2,5,.400,0,2,.000,3,2,5,1,2,0,1,5,8,6.6,+14,Patrick Beverley
6,2020-09-03,32-053,LAC,HOME,DEN,W (+23),1,12:13,3,5,.600,2,3,.667,0,0,,0,6,6,2,0,0,1,2,8,7.1,+8,Patrick Beverley
7,2020-09-05,32-055,LAC,HOME,DEN,L (-9),1,15:09,1,2,.500,0,1,.000,0,0,,2,1,3,1,0,0,1,5,2,0.4,-5,Patrick Beverley
8,2020-09-07,32-057,LAC,AWAY,DEN,W (+6),1,20:36,3,6,.500,1,4,.250,0,0,,1,3,4,3,1,1,1,2,7,7.6,-13,Patrick Beverley
9,2020-09-09,32-059,LAC,AWAY,DEN,W (+11),1,22:46,1,3,.333,0,1,.000,0,0,,1,6,7,1,1,0,1,4,2,1.9,+7,Patrick Beverley
10,2020-09-11,32-061,LAC,HOME,DEN,L (-6),1,27:23,4,8,.500,2,6,.333,0,0,,0,1,1,1,1,1,0,4,10,7.1,-7,Patrick Beverley
11,2020-09-13,32-063,LAC,AWAY,DEN,L (-13),1,17:37,1,2,.500,0,0,,0,0,,0,2,2,4,0,0,2,6,2,0.0,-1,Patrick Beverley
12,2020-09-15,32-065,LAC,HOME,DEN,L (-15),1,30:11,4,7,.571,1,2,.500,2,2,1.000,2,3,5,6,3,1,0,3,11,16.7,+4,Patrick Beverley
2,2020-08-21,23-065,LAC,AWAY,DAL,W (+8),0,0:13,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,1.7,+3,Amir Coffey
4,2020-08-25,23-069,LAC,HOME,DAL,W (+43),0,5:19,0,1,.000,0,1,.000,2,2,1.000,0,0,0,3,0,0,0,0,2,3.4,+12,Amir Coffey
5,2020-08-30,23-074,LAC,AWAY,DAL,W (+14),0,1:22,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,0,Amir Coffey
0,2020-08-17,30-107,LAC,HOME,DAL,W (+8),1,37:28,10,22,0.455,4,11,0.364,3,3,1.0,0,2,2,3,2,0,3,4,27,15.7,13,Paul George
1,2020-08-19,30-109,LAC,HOME,DAL,L (-13),1,31:35,4,17,0.235,2,10,0.2,4,4,1.0,2,8,10,2,0,1,2,4,14,6.0,-13,Paul George
2,2020-08-21,30-111,LAC,AWAY,DAL,W (+8),1,37:45,3,16,0.188,1,8,0.125,4,4,1.0,1,8,9,7,2,0,2,4,11,7.4,2,Paul George
3,2020-08-23,30-113,LAC,AWAY,DAL,L (-2),1,45:06,3,14,0.214,1,7,0.14300000000000002,2,2,1.0,1,7,8,3,1,0,2,4,9,2.7,-2,Paul George
4,2020-08-25,30-115,LAC,HOME,DAL,W (+43),1,24:55,12,18,0.667,4,8,0.5,7,7,1.0,1,2,3,2,0,0,2,4,35,26.3,23,Paul George
5,2020-08-30,30-120,LAC,AWAY,DAL,W (+14),1,39:52,6,19,0.316,2,7,0.28600000000000003,1,2,0.5,2,7,9,7,0,0,5,4,15,5.5,22,Paul George
6,2020-09-03,30-124,LAC,HOME,DEN,W (+23),1,33:05,6,13,0.462,2,7,0.28600000000000003,5,7,0.7140000000000001,0,7,7,4,2,0,5,2,19,12.6,23,Paul George
7,2020-09-05,30-126,LAC,HOME,DEN,L (-9),1,41:56,7,19,0.368,4,10,0.4,4,5,0.8,3,5,8,3,2,2,4,2,22,15.4,-5,Paul George
8,2020-09-07,30-128,LAC,AWAY,DEN,W (+6),1,40:28,12,18,0.667,5,7,0.7140000000000001,3,3,1.0,0,4,4,4,2,0,3,3,32,26.0,6,Paul George
9,2020-09-09,30-130,LAC,AWAY,DEN,W (+11),1,26:56,4,10,0.4,2,6,0.33299999999999996,0,0,,0,3,3,3,1,0,4,5,10,2.6,6,Paul George
10,2020-09-11,30-132,LAC,HOME,DEN,L (-6),1,42:15,8,18,0.444,4,10,0.4,6,6,1.0,1,5,6,6,1,2,0,5,26,23.4,-3,Paul George
11,2020-09-13,30-134,LAC,AWAY,DEN,L (-13),1,39:12,9,21,0.429,4,9,0.444,11,11,1.0,1,5,6,3,5,1,3,4,33,27.3,-23,Paul George
12,2020-09-15,30-136,LAC,HOME,DEN,L (-15),1,38:14,4,16,0.25,2,11,0.182,0,1,0.0,2,2,4,2,1,1,5,4,10,-1.5,-20,Paul George
0,2020-08-17,30-057,LAC,HOME,DAL,W (+8),0,18:03,2,3,0.667,1,2,0.5,0,0,,1,1,2,0,0,1,0,3,5,4.2,-16,JaMychal Green
1,2020-08-19,30-059,LAC,HOME,DAL,L (-13),0,12:48,1,5,0.2,0,3,0.0,0,0,,1,2,3,0,0,1,1,3,2,-1.3,-21,JaMychal Green
2,2020-08-21,30-061,LAC,AWAY,DAL,W (+8),0,12:13,3,4,0.75,1,1,1.0,0,0,,0,2,2,0,0,0,1,1,7,4.6,-2,JaMychal Green
3,2020-08-23,30-063,LAC,AWAY,DAL,L (-2),0,13:17,2,4,0.5,1,1,1.0,3,4,0.75,0,3,3,0,1,0,0,1,8,7.1,1,JaMychal Green
4,2020-08-25,30-065,LAC,HOME,DAL,W (+43),0,12:59,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,5,0,-2.7,7,JaMychal Green
5,2020-08-30,30-070,LAC,AWAY,DAL,W (+14),0,14:34,3,5,0.6,0,0,,1,1,1.0,2,3,5,1,0,0,0,1,7,7.3,20,JaMychal Green
6,2020-09-03,30-074,LAC,HOME,DEN,W (+23),0,21:08,3,6,0.5,1,3,0.33299999999999996,0,0,,3,4,7,1,0,0,1,3,7,5.8,-1,JaMychal Green
7,2020-09-05,30-076,LAC,HOME,DEN,L (-9),0,26:07,4,6,0.667,2,3,0.667,0,0,,3,8,11,0,0,0,1,3,10,9.7,8,JaMychal Green
8,2020-09-07,30-078,LAC,AWAY,DEN,W (+6),0,14:37,3,4,0.75,1,2,0.5,0,0,,0,3,3,2,0,1,1,2,7,6.6,-7,JaMychal Green
9,2020-09-09,30-080,LAC,AWAY,DEN,W (+11),0,18:17,0,1,0.0,0,1,0.0,1,2,0.5,0,1,1,0,0,0,0,1,1,-0.2,2,JaMychal Green
10,2020-09-11,30-082,LAC,HOME,DEN,L (-6),0,13:32,1,1,1.0,1,1,1.0,0,0,,0,4,4,1,0,0,0,2,3,3.8,-2,JaMychal Green
11,2020-09-13,30-084,LAC,AWAY,DEN,L (-13),0,20:12,5,8,0.625,1,3,0.33299999999999996,0,0,,1,1,2,2,0,0,0,3,11,8.6,-10,JaMychal Green
12,2020-09-15,30-086,LAC,HOME,DEN,L (-15),0,23:56,4,7,0.5710000000000001,1,3,0.33299999999999996,2,2,1.0,2,4,6,0,1,0,0,1,11,10.9,0,JaMychal Green
0,2020-08-17,26-204,LAC,HOME,DAL,W (+8),0,14:59,2,5,0.4,0,0,,2,4,0.5,0,2,2,0,0,0,0,0,6,3.1,-7,Montrezl Harrell
1,2020-08-19,26-206,LAC,HOME,DAL,L (-13),0,21:45,3,4,0.75,0,0,,4,10,0.4,0,2,2,0,0,0,2,3,10,3.4,-15,Montrezl Harrell
2,2020-08-21,26-208,LAC,AWAY,DAL,W (+8),0,17:57,4,5,0.8,0,0,,5,8,0.625,1,1,2,0,0,1,0,2,13,10.8,-5,Montrezl Harrell
3,2020-08-23,26-210,LAC,AWAY,DAL,L (-2),0,17:19,1,2,0.5,0,0,,0,0,,0,1,1,1,0,3,2,1,2,1.7,-19,Montrezl Harrell
4,2020-08-25,26-212,LAC,HOME,DAL,W (+43),0,22:52,7,11,0.636,1,2,0.5,4,5,0.8,2,9,11,1,0,1,2,3,19,16.0,34,Montrezl Harrell
5,2020-08-30,26-217,LAC,AWAY,DAL,W (+14),0,14:46,2,4,0.5,0,0,,0,0,,0,2,2,0,0,0,0,3,4,1.4,-19,Montrezl Harrell
6,2020-09-03,26-221,LAC,HOME,DEN,W (+23),0,19:10,5,11,0.455,0,0,,5,6,0.833,2,1,3,2,1,1,0,4,15,12.1,7,Montrezl Harrell
7,2020-09-05,26-223,LAC,HOME,DEN,L (-9),0,17:52,3,6,0.5,0,0,,4,8,0.5,1,2,3,0,2,0,0,0,10,8.7,-2,Montrezl Harrell
8,2020-09-07,26-225,LAC,AWAY,DEN,W (+6),0,21:33,2,3,0.667,0,0,,7,10,0.7,1,2,3,0,2,0,1,3,11,9.6,-5,Montrezl Harrell
9,2020-09-09,26-227,LAC,AWAY,DEN,W (+11),0,18:15,6,10,0.6,0,2,0.0,3,5,0.6,1,1,2,0,0,0,1,3,15,8.4,-1,Montrezl Harrell
10,2020-09-11,26-229,LAC,HOME,DEN,L (-6),0,15:32,3,7,0.429,0,0,,0,1,0.0,2,1,3,0,0,1,1,3,6,2.1,-9,Montrezl Harrell
11,2020-09-13,26-231,LAC,AWAY,DEN,L (-13),0,15:26,2,4,0.5,0,1,0.0,1,2,0.5,0,1,1,1,0,0,2,0,5,1.6,-19,Montrezl Harrell
12,2020-09-15,26-233,LAC,HOME,DEN,L (-15),0,25:43,7,10,0.7,0,0,,6,9,0.667,1,2,3,0,0,0,1,3,20,13.7,-8,Montrezl Harrell
0,2020-08-17,30-123,LAC,HOME,DAL,W (+8),0,16:20,0,5,.000,0,1,.000,0,0,,0,3,3,1,0,0,0,2,0,-2.7,-8,Reggie Jackson
1,2020-08-19,30-125,LAC,HOME,DAL,L (-13),1,26:17,4,9,.444,3,5,.600,0,0,,2,2,4,1,0,0,1,4,11,6.4,0,Reggie Jackson
2,2020-08-21,30-127,LAC,AWAY,DAL,W (+8),0,17:20,2,4,.500,2,4,.500,0,0,,0,1,1,0,0,0,0,3,6,3.1,+5,Reggie Jackson
3,2020-08-23,30-129,LAC,AWAY,DAL,L (-2),0,27:55,5,9,.556,4,7,.571,0,0,,0,4,4,2,1,0,0,3,14,12.1,+16,Reggie Jackson
4,2020-08-25,30-131,LAC,HOME,DAL,W (+43),0,21:57,4,7,.571,3,4,.750,0,0,,0,3,3,5,0,0,1,0,11,11.1,+21,Reggie Jackson
5,2020-08-30,30-136,LAC,AWAY,DAL,W (+14),0,27:16,5,9,.556,4,7,.571,0,0,,0,5,5,1,0,1,2,2,14,9.8,-5,Reggie Jackson
6,2020-09-03,30-140,LAC,HOME,DEN,W (+23),0,12:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,+3,Reggie Jackson
